Zini,MH,logAge,Mini,int_IMF,Mass,logL,logTe,logg,label,McoreTP,C_O,period0,period1,period2,period3,period4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,F435Wmag,F475Wmag,F555Wmag,F606Wmag,F625Wmag,F775Wmag,F814Wmag
0.02,0.14251,6.1,0.8851870298,2.4452513808,0.885,0.164,3.6427,3.744,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-2.65e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,4.36,6.187,5.72,5.068,4.641,4.342,3.742,3.659
0.02,0.14251,6.1,0.8999999762,2.4492786016,0.899,0.176,3.6441,3.744,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-2.7e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,4.33,6.137,5.672,5.023,4.599,4.301,3.709,3.627
0.02,0.14251,6.1,0.932524085,2.4576070275,0.932,0.2,3.6471,3.748,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-2.79e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,4.271,6.039,5.578,4.937,4.517,4.222,3.645,3.565
0.02,0.14251,6.1,0.9499999881,2.4618121868,0.95,0.213,3.6487,3.749,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-2.85e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,4.237,5.984,5.525,4.888,4.471,4.177,3.608,3.529
0.02,0.14251,6.1,0.9977080822,2.4724344147,0.998,0.249,3.6528,3.751,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-3.02e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,4.146,5.841,5.388,4.762,4.353,4.063,3.511,3.434
0.02,0.14251,6.1,1.0,2.4729154477,1.0,0.251,3.653,3.751,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-3.03e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,4.143,5.835,5.382,4.757,4.348,4.058,3.507,3.43
0.02,0.14251,6.1,1.0013504028,2.473197688,1.001,0.252,3.6531,3.751,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-3.02e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,4.14,5.832,5.378,4.754,4.345,4.055,3.504,3.427
0.02,0.14251,6.1,1.0499999523,2.482811486,1.05,0.286,3.657,3.753,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-2.96e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,4.055,5.697,5.249,4.635,4.235,3.949,3.413,3.338
0.02,0.14251,6.1,1.1000000238,2.491680148,1.099,0.318,3.6607,3.756,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-2.87e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.974,5.57,5.127,4.523,4.131,3.85,3.327,3.254
0.02,0.14251,6.1,1.1499999762,2.4996678137,1.149,0.349,3.6641,3.758,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-2.75e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.899,5.453,5.015,4.421,4.037,3.759,3.246,3.175
0.02,0.14251,6.1,1.17666471,2.5036098481,1.176,0.364,3.6659,3.76,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-2.67e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.86,5.394,4.958,4.369,3.989,3.713,3.206,3.135
0.02,0.14251,6.1,1.2000000477,2.5068948796,1.2,0.378,3.6674,3.761,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-2.61e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.825,5.341,4.907,4.322,3.946,3.672,3.169,3.099
0.02,0.14251,6.1,1.25,2.5134610955,1.25,0.406,3.6704,3.763,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-2.45e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.756,5.236,4.806,4.23,3.86,3.59,3.095,3.027
0.02,0.14251,6.1,1.2790188789,2.517002389,1.279,0.422,3.6721,3.763,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-2.34e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.715,5.177,4.749,4.177,3.811,3.544,3.053,2.985
0.02,0.14251,6.1,1.2999999523,2.5194498592,1.3,0.434,3.6733,3.764,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-2.27e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.686,5.135,4.709,4.14,3.777,3.511,3.023,2.956
0.02,0.14251,6.1,1.3050837517,2.520029287,1.305,0.436,3.6736,3.764,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-2.25e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.68,5.126,4.7,4.132,3.769,3.503,3.016,2.949
0.02,0.14251,6.1,1.3500000238,2.5249313598,1.35,0.46,3.676,3.764,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-2.07e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.62,5.039,4.616,4.055,3.698,3.435,2.954,2.888
0.02,0.14251,6.1,1.3952240944,2.529502121,1.395,0.481,3.6784,3.767,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1.86e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.567,4.96,4.54,3.985,3.633,3.374,2.898,2.833
0.02,0.14251,6.1,1.3999999762,2.52996503,1.4,0.484,3.6786,3.767,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1.84e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.56,4.95,4.531,3.977,3.626,3.366,2.892,2.827
0.02,0.14251,6.1,1.4500000477,2.5346015836,1.45,0.51,3.6811,3.766,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1.6e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.495,4.859,4.443,3.895,3.55,3.293,2.824,2.76
0.02,0.14251,6.1,1.4815609455,2.5373436894,1.482,0.525,3.6826,3.766,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1.42e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.458,4.807,4.393,3.848,3.506,3.251,2.786,2.722
0.02,0.14251,6.1,1.5,2.5388844597,1.5,0.535,3.6834,3.765,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1.33e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.432,4.773,4.36,3.818,3.477,3.224,2.76,2.697
0.02,0.14251,6.1,1.5499999523,2.5428511323,1.55,0.557,3.6857,3.766,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1.04e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.376,4.694,4.284,3.748,3.412,3.161,2.702,2.64
0.02,0.14251,6.1,1.59311831,2.546042925,1.593,0.577,3.6876,3.766,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-7.52e-14,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.328,4.626,4.219,3.687,3.356,3.107,2.652,2.591
0.02,0.14251,6.1,1.6000000238,2.5465340628,1.6,0.58,3.6879,3.766,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-7.16e-14,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.32,4.615,4.209,3.678,3.346,3.098,2.644,2.583
0.02,0.14251,6.1,1.6499999762,2.5499614773,1.649,0.601,3.69,3.766,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-3.7e-14,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.267,4.541,4.137,3.611,3.285,3.039,2.59,2.529
0.02,0.14251,6.1,1.6530401707,2.5501622011,1.652,0.602,3.6902,3.766,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-3.4e-14,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.264,4.537,4.133,3.608,3.281,3.035,2.586,2.526
0.02,0.14251,6.1,1.6749999523,2.551587208,1.674,0.613,3.6911,3.765,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1.89e-14,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.238,4.502,4.1,3.576,3.252,3.007,2.56,2.5
0.02,0.14251,6.1,1.7000000477,2.5531580802,1.699,0.624,3.6921,3.765,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.211,4.466,4.065,3.544,3.221,2.977,2.532,2.473
0.02,0.14251,6.1,1.7250001431,2.5546767043,1.724,0.634,3.6931,3.765,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.186,4.431,4.032,3.513,3.192,2.95,2.507,2.447
0.02,0.14251,6.1,1.7338986397,2.5552051033,1.733,0.637,3.6934,3.765,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.177,4.42,4.02,3.503,3.183,2.94,2.498,2.439
0.02,0.14251,6.1,1.75,2.5561455243,1.749,0.645,3.694,3.764,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.158,4.395,3.996,3.48,3.161,2.92,2.479,2.42
0.02,0.14251,6.1,1.7750000954,2.5575668776,1.774,0.657,3.695,3.762,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.127,4.355,3.958,3.444,3.127,2.887,2.447,2.389
0.02,0.14251,6.1,1.7999999523,2.5589429085,1.799,0.668,3.6959,3.761,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.101,4.319,3.924,3.412,3.097,2.858,2.42,2.362
0.02,0.14251,6.1,1.8250000477,2.5602756874,1.824,0.677,3.6969,3.761,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.077,4.286,3.892,3.383,3.07,2.831,2.396,2.338
0.02,0.14251,6.1,1.8500000238,2.5615671203,1.849,0.687,3.6978,3.762,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.053,4.254,3.862,3.354,3.043,2.806,2.372,2.315
0.02,0.14251,6.1,1.8636927605,2.5622575869,1.863,0.692,3.6983,3.761,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.04,4.236,3.844,3.338,3.028,2.791,2.359,2.301
0.02,0.14251,6.1,1.875,2.5628190289,1.874,0.698,3.6987,3.76,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.026,4.219,3.827,3.322,3.012,2.776,2.345,2.287
0.02,0.14251,6.1,1.8999999762,2.564033126,1.899,0.707,3.6997,3.76,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.002,4.186,3.796,3.293,2.986,2.751,2.32,2.264
0.02,0.14251,6.1,1.9249999523,2.5652110289,1.924,0.718,3.7006,3.758,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,2.975,4.151,3.762,3.261,2.955,2.721,2.292,2.236
0.02,0.14251,6.1,1.9477653503,2.5662534526,1.947,0.727,3.7014,3.758,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,2.953,4.122,3.734,3.235,2.93,2.697,2.27,2.214
0.02,0.14251,6.1,1.9932960272,2.5682563828,1.993,0.747,3.703,3.755,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,2.903,4.058,3.673,3.178,2.876,2.644,2.22,2.165
0.02,0.14251,6.1,2.038826704,2.5701567839,2.038,0.764,3.7045,3.753,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,2.859,4.0,3.617,3.126,2.827,2.597,2.176,2.121
0.02,0.14251,6.1,2.0843575001,2.5719620269,2.083,0.784,3.7061,3.75,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,2.811,3.939,3.558,3.07,2.774,2.546,2.128,2.073
0.02,0.14251,6.1,2.1035735607,2.5726970073,2.102,0.79,3.7067,3.75,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,2.795,3.917,3.537,3.051,2.756,2.528,2.111,2.057
0.02,0.14251,6.1,2.1298882961,2.5736787981,2.129,0.801,3.7077,3.748,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,2.767,3.881,3.503,3.019,2.725,2.499,2.083,2.029
0.02,0.14251,6.1,2.1754190922,2.5753131887,2.174,0.821,3.7092,3.743,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,2.718,3.819,3.443,2.962,2.672,2.447,2.034,1.981
0.02,0.14251,6.1,2.2209496498,2.5768707465,2.219,0.841,3.7108,3.739,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,2.668,3.756,3.382,2.905,2.617,2.394,1.984,1.931
0.02,0.14251,6.1,2.2664804459,2.5783565653,2.265,0.859,3.7123,3.736,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,2.623,3.699,3.328,2.854,2.568,2.346,1.939,1.887
0.02,0.14251,6.1,2.357542038,2.5811311706,2.356,0.894,3.7154,3.73,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,2.535,3.586,3.219,2.752,2.471,2.253,1.851,1.799
0.02,0.14251,6.1,2.4481170177,2.5836568044,2.446,0.928,3.7184,3.724,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,2.45,3.477,3.115,2.653,2.378,2.162,1.765,1.715
0.02,0.14251,6.1,2.5396647453,2.5860001929,2.538,0.969,3.7217,3.712,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,2.347,3.348,2.992,2.537,2.266,2.054,1.662,1.613
0.02,0.14251,6.1,2.7059710026,2.5897944269,2.704,1.041,3.7276,3.691,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,2.167,3.123,2.777,2.335,2.073,1.866,1.484,1.437
0.02,0.14251,6.1,2.7217876911,2.5901276167,2.72,1.051,3.7283,3.687,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,2.144,3.095,2.749,2.309,2.048,1.842,1.461,1.414
0.02,0.14251,6.1,2.8506131172,2.5926838273,2.849,1.128,3.7339,3.653,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,1.951,2.86,2.525,2.096,1.844,1.643,1.271,1.226
0.02,0.14251,6.1,2.9039103985,2.5936654156,2.902,1.16,3.7363,3.638,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,1.87,2.762,2.431,2.007,1.758,1.56,1.191,1.147
0.02,0.14251,6.1,2.9143843651,2.5938534692,2.913,1.166,3.7368,3.635,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,1.855,2.743,2.412,1.99,1.741,1.544,1.176,1.132
0.02,0.14251,6.1,3.0437688828,2.5960542832,3.042,1.272,3.7443,3.579,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,1.59,2.425,2.107,1.701,1.464,1.273,0.917,0.875
0.02,0.14251,6.1,3.0860338211,2.596727381,3.084,1.315,3.7474,3.554,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,1.482,2.295,1.983,1.583,1.35,1.163,0.812,0.771
0.02,0.14251,6.1,3.1118869781,2.5971287612,3.11,1.343,3.7494,3.537,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,1.413,2.211,1.902,1.507,1.277,1.092,0.744,0.704
0.02,0.14251,6.1,3.1704778671,2.5980106085,3.168,1.415,3.7548,3.495,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,1.232,1.992,1.694,1.311,1.089,0.909,0.57,0.531
0.02,0.14251,6.1,3.2239792347,2.5987837404,3.222,1.483,3.7604,3.456,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,1.061,1.783,1.495,1.124,0.91,0.736,0.406,0.369
0.02,0.14251,6.1,3.2681567669,2.5994002419,3.266,1.539,3.7655,3.427,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,0.924,1.61,1.333,0.973,0.767,0.597,0.276,0.241
0.02,0.14251,6.1,3.2998681068,2.599831092,3.297,1.578,3.7694,3.408,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,0.825,1.485,1.216,0.865,0.664,0.498,0.184,0.149
0.02,0.14251,6.1,3.3563263416,2.6005750454,3.354,1.647,3.7774,3.378,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,0.652,1.256,1.004,0.672,0.482,0.324,0.025,-0.008
0.02,0.14251,6.1,3.4093282223,2.6012477295,3.406,1.714,3.7864,3.355,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,0.486,1.031,0.799,0.488,0.31,0.161,-0.123,-0.153
0.02,0.14251,6.1,3.4466283321,2.6017068943,3.443,1.762,3.7943,3.342,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,0.366,0.861,0.646,0.354,0.186,0.044,-0.226,-0.254
0.02,0.14251,6.1,3.450278759,2.6017512181,3.447,1.766,3.7951,3.342,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,0.354,0.844,0.63,0.34,0.174,0.033,-0.236,-0.263
0.02,0.14251,6.1,3.4619622231,2.6018923576,3.459,1.782,3.798,3.339,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,0.315,0.787,0.579,0.297,0.134,-0.005,-0.268,-0.295
0.02,0.14251,6.1,3.4921519756,2.6022520345,3.489,1.823,3.8076,3.34,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,0.211,0.626,0.439,0.178,0.028,-0.101,-0.348,-0.372
0.02,0.14251,6.1,3.5173203945,2.6025464668,3.514,1.859,3.8173,3.346,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,0.123,0.486,0.316,0.076,-0.062,-0.182,-0.411,-0.434
0.02,0.14251,6.1,3.5395681858,2.6028027267,3.536,1.891,3.8271,3.356,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,0.042,0.358,0.204,-0.016,-0.143,-0.255,-0.467,-0.487
0.02,0.14251,6.1,3.5604462624,2.6030398628,3.557,1.922,3.837,3.367,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-0.035,0.236,0.098,-0.104,-0.22,-0.323,-0.516,-0.535
0.02,0.14251,6.1,3.5805282593,2.6032649588,3.577,1.952,3.847,3.38,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-0.11,0.119,-0.006,-0.189,-0.293,-0.388,-0.563,-0.579
0.02,0.14251,6.1,3.5999422073,2.6034798234,3.597,1.982,3.8571,3.393,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-0.184,0.005,-0.106,-0.271,-0.365,-0.45,-0.606,-0.621
0.02,0.14251,6.1,3.6187598705,2.6036855603,3.615,2.011,3.8671,3.406,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-0.257,-0.105,-0.204,-0.35,-0.432,-0.509,-0.646,-0.659
0.02,0.14251,6.1,3.6324019432,2.6038331798,3.629,2.032,3.8746,3.416,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-0.311,-0.184,-0.274,-0.406,-0.48,-0.549,-0.673,-0.685
0.02,0.14251,6.1,3.6446397305,2.6039645228,3.642,2.052,3.8816,3.426,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-0.36,-0.257,-0.337,-0.457,-0.523,-0.586,-0.696,-0.708
0.02,0.14251,6.1,3.6619610786,2.604148701,3.659,2.08,3.8917,3.44,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-0.43,-0.359,-0.426,-0.526,-0.581,-0.634,-0.727,-0.737
0.02,0.14251,6.1,3.6787774563,2.6043256029,3.676,2.108,3.9017,3.454,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-0.499,-0.454,-0.508,-0.589,-0.634,-0.678,-0.754,-0.763
0.02,0.14251,6.1,3.695125103,2.6044958003,3.692,2.135,3.9117,3.469,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-0.567,-0.54,-0.583,-0.647,-0.683,-0.718,-0.779,-0.787
0.02,0.14251,6.1,3.7110342979,2.6046597782,3.708,2.161,3.9217,3.485,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-0.633,-0.617,-0.65,-0.7,-0.727,-0.755,-0.802,-0.809
0.02,0.14251,6.1,3.726531744,2.604817965,3.724,2.187,3.9317,3.501,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-0.698,-0.686,-0.709,-0.746,-0.767,-0.787,-0.822,-0.828
0.02,0.14251,6.1,3.7416410446,2.6049707401,3.739,2.213,3.9416,3.517,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-0.762,-0.745,-0.759,-0.785,-0.799,-0.814,-0.838,-0.843
0.02,0.14251,6.1,3.7563893795,2.6051185029,3.754,2.237,3.9515,3.533,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-0.824,-0.794,-0.8,-0.817,-0.826,-0.836,-0.85,-0.855
0.02,0.14251,6.1,3.7707977295,2.6052615766,3.768,2.262,3.9614,3.55,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-0.884,-0.837,-0.835,-0.843,-0.848,-0.854,-0.86,-0.864
0.02,0.14251,6.1,3.7848861217,2.6054002625,3.782,2.285,3.9712,3.567,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-0.943,-0.872,-0.864,-0.864,-0.866,-0.868,-0.867,-0.87
0.02,0.14251,6.1,3.7986719608,2.6055348256,3.796,2.308,3.981,3.585,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-1.001,-0.902,-0.888,-0.882,-0.88,-0.879,-0.871,-0.873
